order_item_id,order_id,product_id,quantity,item_price,subtotal
5b1b5cad-ed45-4be4-b767-c39e96fd053b,0ac2a0b2-f060-4ff8-a004-52e6b345fb5c,526ca3f1-e522-4975-a7f1-a2f2dbccb4bc,1,7047.4,7047.4
fbeb4480-2c97-45fa-a4be-eb17788723a2,0ac2a0b2-f060-4ff8-a004-52e6b345fb5c,ebdb3d90-9672-463f-b4dc-d39b07236157,1,155.65,155.65
b1e8ec40-24c8-4ae1-a54e-8dd91932a095,5fdc4b98-09ef-4dba-bda1-a588e9690f91,64aed117-ae0e-4f48-adce-aa7f7ee44fe6,2,297.48,594.96
a402cb4e-e426-4c5f-8431-554fc4647302,5fdc4b98-09ef-4dba-bda1-a588e9690f91,084feb3f-690c-434e-bfaf-91e4e0147147,3,74,222
34b6f4a3-e458-48eb-b88c-b94c6cb7eae9,5fdc4b98-09ef-4dba-bda1-a588e9690f91,e9cfb86f-62e3-4afb-b321-611bd0cc365a,3,2560.91,7682.73
28d30a3d-e027-4253-8389-61f70ea118fc,2788398c-8be1-4524-9847-502c1a090765,8e1b5d3a-287d-4f79-b753-6f520753434d,1,372.94,372.94
53b4ba76-0707-49b2-84b5-8b4a26ea080f,2788398c-8be1-4524-9847-502c1a090765,7cc82e3d-8669-4a49-a139-fb753fc961c9,1,8950.56,8950.56
784532bb-f926-4d28-a3f3-8df39590bba8,2788398c-8be1-4524-9847-502c1a090765,64aed117-ae0e-4f48-adce-aa7f7ee44fe6,3,297.48,892.44
749c7b3d-c846-4950-b298-98bebe47aad2,2788398c-8be1-4524-9847-502c1a090765,0924966e-2374-4f77-971b-b8ed0d9d39e5,1,883.23,883.23
246cc9dd-8c6e-4c39-878d-8866007787bf,4bd529e7-3bfd-4127-8b7a-b6d3196e4f5d,0964618b-774f-4de3-9d89-0ae5e972fe27,2,7722.41,15444.82
ff08b635-1de6-4486-bd27-3df714a5d175,4bd529e7-3bfd-4127-8b7a-b6d3196e4f5d,d19548ee-7f04-4412-af53-65767488a74c,1,85.48,85.48
30ec40c6-48b5-4c03-99c6-b63ea812b748,4bd529e7-3bfd-4127-8b7a-b6d3196e4f5d,22b7e788-7dd4-4724-852c-de89a6743dc2,1,159.57,159.57
d7e1155f-8f63-45c1-a0d0-20b786b0e11b,7d19adb1-838d-4e85-b18f-084e03dc10d0,c4f18d1b-8853-44c3-a22d-879bcec45c66,3,165.05,495.15
e6cd9b37-7eeb-4d2a-bd24-4b688b6e1cb1,7d19adb1-838d-4e85-b18f-084e03dc10d0,5bf69c51-c009-43f7-958f-e0305515adad,3,15.92,47.76
ba49b4ee-eddb-40a4-8d11-54aa07be8b7d,dd8feb99-6f70-484e-b984-c32421560146,d18852de-2458-442c-8d10-a0b54c250a61,2,44.53,89.06
220249ea-5944-4c72-b569-fed4febd05c6,dd8feb99-6f70-484e-b984-c32421560146,35f3d690-bdba-40d3-8d03-8d0cd88e5f62,2,8115.52,16231.04
f1d39187-e4d7-4c1a-86b0-1f17044a6a03,dd8feb99-6f70-484e-b984-c32421560146,dfb60e2a-4229-4dd0-8b33-619cd9d4291a,1,164,164
0573fc27-bd69-46e9-9169-a83dedada46a,dd8feb99-6f70-484e-b984-c32421560146,7ef8dd34-ff83-43ce-93ac-ef18a934bef9,1,159.27,159.27
949f0c8c-6206-458a-972e-756394b2a41e,dd8feb99-6f70-484e-b984-c32421560146,eca2810c-f3c8-4732-8dc5-f81ce6df836e,2,355.81,711.62
bbb61013-08e9-448f-9156-6039dffe634d,48ff3368-61ad-4288-8465-8e7bd67b7ae1,29696c3f-617e-434e-92ba-1eb65fbfa29d,2,787.72,1575.44
abb28f11-ed34-46b6-93d0-cd16dce1dfb6,48ff3368-61ad-4288-8465-8e7bd67b7ae1,017d1c7f-916b-4326-a54b-e71ef7dc9113,1,196.18,196.18
6c51cdbf-c1d0-419a-8b60-54adb6e90078,48ff3368-61ad-4288-8465-8e7bd67b7ae1,f950c663-6bac-456c-9b1c-a7023b81df6e,3,424.98,1274.94
c8b35b55-c352-4531-971d-9f3bb864c545,42a7c9c7-203c-485a-9ea9-e235e7f95e9e,bee93a7f-0ab1-4d65-8115-7486ae2e971b,2,355.95,711.90
32a99a2f-2fe3-4cae-9b1c-df312571dad1,42a7c9c7-203c-485a-9ea9-e235e7f95e9e,845f9974-cc3a-4289-a50b-8a4bce18c338,3,87.53,262.59
6e502b8e-2689-4dbb-887c-2bc4b4e6f02b,42a7c9c7-203c-485a-9ea9-e235e7f95e9e,b12afb77-e44a-43b3-8f6d-f9b65d0d7e6a,1,398.18,398.18
68968379-4089-47fe-b4dc-068d89f0a271,6a4368a5-3ba0-43ce-8fac-d5801632d8ff,a2b14497-57b4-4249-9f91-2e99cff2d574,2,4987.79,9975.58
77ad8b09-1e65-4af4-bcc6-fad9186c9a4b,77f67dac-11bd-4b12-ad4d-e4b37ef18296,a092cf0a-077b-4810-8b83-ab4df73466e1,1,49.94,49.94
dae48a1a-fca0-410c-af18-999e1dcf74e7,77f67dac-11bd-4b12-ad4d-e4b37ef18296,dfe4c3f8-696c-4473-ad9a-e393e3bff368,1,65.63,65.63
bc7c1e09-db5c-4599-8d58-3b13ff03a9bc,41648f43-49a7-4d47-8ece-8049d2dd82be,a86a4e2a-1670-4d16-aef3-3334da7f7f07,1,32.73,32.73
b108f831-196d-4627-9aaa-093ed5ba62cf,41648f43-49a7-4d47-8ece-8049d2dd82be,415e8568-e4e6-4228-925f-45fcb5a28dc4,1,119.23,119.23
31ded058-a381-47da-bb63-8c0dd50be4e9,41648f43-49a7-4d47-8ece-8049d2dd82be,6d33f06e-c243-4f44-9345-d34a4b595b55,3,164.69,494.07
d88cace1-204f-4652-b461-6a53c397953b,41648f43-49a7-4d47-8ece-8049d2dd82be,8325847d-8ee4-4d80-b3f0-84439dd50020,2,101.84,203.68
7a34e47c-d930-4129-b231-c01127d1e443,ada2b03d-9479-4d89-8cb4-5d137efbafa1,415e8568-e4e6-4228-925f-45fcb5a28dc4,2,119.23,238.46
85fcb817-1854-4144-954d-6010e7a9bb0e,ada2b03d-9479-4d89-8cb4-5d137efbafa1,37f541d6-6713-47c7-afd2-cc76330b6443,3,635.29,1905.87
d03a1f28-de3b-4d50-83b9-1d4a9feaa359,8e1af30e-d0b3-430d-9ab3-dabc0d7a46e0,26fb3bbf-39ad-4c9a-9fc8-c847818e31b1,2,36.78,73.56
10e0434f-f2b4-4a3e-ad14-b8bf7d10927d,8e1af30e-d0b3-430d-9ab3-dabc0d7a46e0,511a187b-7165-4893-9587-0050111a5a2f,2,17.65,35.30
a2796283-3147-4cd9-a353-8682a993f12f,8e1af30e-d0b3-430d-9ab3-dabc0d7a46e0,84c420f4-5db9-4531-86f8-629f029f47b0,1,168.41,168.41
63a6d469-cf91-42fe-b9cf-83041a4216b5,bcbe6ea1-e9a7-49b6-80fb-beb0b109f502,093ece80-3060-499c-b4c9-90217a2adcd3,3,462.24,1386.72
922c5a17-2194-4d58-883b-2dbfa0e98004,bcbe6ea1-e9a7-49b6-80fb-beb0b109f502,df382836-60ac-4029-9d3a-f42f9f9bec70,1,69.96,69.96
99ac5432-dd01-44cf-8721-6ec96e020bf8,bcbe6ea1-e9a7-49b6-80fb-beb0b109f502,29696c3f-617e-434e-92ba-1eb65fbfa29d,1,787.72,787.72
ad623788-7c96-4d94-817c-2c8e5e90bc6b,bcbe6ea1-e9a7-49b6-80fb-beb0b109f502,da39b1c2-a3c2-4b77-a5de-b9daceab0a36,3,900.79,2702.37
635c3fa0-ef4c-4d0a-8190-3e887ab5ebde,bcbe6ea1-e9a7-49b6-80fb-beb0b109f502,8325847d-8ee4-4d80-b3f0-84439dd50020,3,101.84,305.52
6a94baad-5cc7-4d38-9312-82b331a00936,dc66c4be-539e-41a6-9246-ef7ec9095b02,3f948bed-b650-42d6-a73d-138b99b52883,1,252.54,252.54
3fab0437-f580-458c-ae0a-eba7ae43c9c5,dc66c4be-539e-41a6-9246-ef7ec9095b02,2c57fcee-7cdc-4804-9a33-2131a974f92a,1,6663.51,6663.51
8f8045c7-c6ae-4afc-922f-d33a2dcd4815,7b577f10-3f38-47d8-b12e-4e600d2f9877,0d37cfb2-4f7d-439f-ab45-bb383d652745,2,341.86,683.72
06f77246-2593-41ab-9723-66da759fda23,7b577f10-3f38-47d8-b12e-4e600d2f9877,105f4204-f0e3-4bfc-a6e8-752ac9a71d49,3,103.08,309.24
23101544-6d53-424c-87f9-66df3d4f96de,7b577f10-3f38-47d8-b12e-4e600d2f9877,0980a891-df3a-4eca-bf74-574b79490bfa,1,3151.65,3151.65
d9c9c744-273c-4ece-90c5-8d2eac965c99,7b577f10-3f38-47d8-b12e-4e600d2f9877,0e0536e2-f651-46ff-ac5c-af785b6e7e42,2,40.71,81.42
2d1def19-bf60-44ee-a471-a706cecb53a4,84d72e0e-5002-4629-be94-4c9c7ce43cab,7ef8dd34-ff83-43ce-93ac-ef18a934bef9,1,159.27,159.27
29713b91-f897-4690-b15f-11699ad6a73e,84d72e0e-5002-4629-be94-4c9c7ce43cab,39cbc7c4-cdb1-4f5a-a266-1ce7366b04c2,1,437.72,437.72
be86e234-8807-4c1f-8e62-3cc343bfb0a2,84d72e0e-5002-4629-be94-4c9c7ce43cab,65078b0a-0d28-4371-b637-edfe5af58a7d,3,574.88,1724.64
ec722837-291a-43dc-98fb-46a9ba5e8940,84d72e0e-5002-4629-be94-4c9c7ce43cab,8325847d-8ee4-4d80-b3f0-84439dd50020,3,101.84,305.52
c2bd1234-7452-4248-8680-5220132d5995,e737f139-2c74-4e62-b666-38de068a7cbd,2e0bf2bf-a848-49e7-ae8b-75651aa22f12,3,6105.66,18316.98
5d7414ac-551c-4d43-aac0-ab570afea351,e737f139-2c74-4e62-b666-38de068a7cbd,b6399401-f52e-4f66-81ca-d2e5863a3359,3,27.13,81.39
a06a0817-3807-453a-a1d1-ed56899fd87c,1664f03a-9b66-4bb9-bfff-f56823d04cf2,cffb8600-8286-4709-aec6-e8875bdc39db,1,109.25,109.25
3e1832b2-6ccb-4598-b3ab-2bbfff869603,1664f03a-9b66-4bb9-bfff-f56823d04cf2,cffb8600-8286-4709-aec6-e8875bdc39db,1,109.25,109.25
3f971e32-67fb-4a3b-ba12-999767c4cc1e,1664f03a-9b66-4bb9-bfff-f56823d04cf2,0b433e8b-7082-481a-8fbb-7b5799f0763a,3,398.04,1194.12
a809633d-67a5-447b-8635-8cde855f2dda,1664f03a-9b66-4bb9-bfff-f56823d04cf2,5c244ce3-e3f4-4b66-a043-c6f1bb80df3a,1,805.29,805.29
8d913a64-5a99-4a0f-b604-fc85d999708e,1664f03a-9b66-4bb9-bfff-f56823d04cf2,f8ddb9e3-6071-4bea-b819-2ecf5bae80b0,1,620.79,620.79
9a021eb2-5815-430a-a9e3-4042e2b4db4a,fb5060a6-8a98-4452-a0f5-5566cbac7f13,fb0d1278-e996-48b8-9c82-bf6b9fb79f7e,1,11042.21,11042.21
5c4348e7-c5f4-4e93-bf36-1af07fc94723,fb5060a6-8a98-4452-a0f5-5566cbac7f13,3f948bed-b650-42d6-a73d-138b99b52883,3,252.54,757.62
33d1cdc2-32f7-447b-bcfd-5dc42e387037,fb5060a6-8a98-4452-a0f5-5566cbac7f13,df382836-60ac-4029-9d3a-f42f9f9bec70,1,69.96,69.96
8d3696c8-621e-4893-8614-52933d0d94f9,fb5060a6-8a98-4452-a0f5-5566cbac7f13,a86a4e2a-1670-4d16-aef3-3334da7f7f07,2,32.73,65.46
a5aedbb3-94e0-449b-b74d-9dc2a7048aae,fb5060a6-8a98-4452-a0f5-5566cbac7f13,455dcfc4-bf68-4047-b83b-81073e03df13,2,7267.78,14535.56
6f78d1f5-0188-41b3-b8a5-b50a10f399d9,287f896b-c431-4473-b8c7-dcd1fa277482,7c25e4cc-9f07-4639-8b42-55c281e1af8e,1,255.52,255.52
96d0011d-2928-449a-ae40-0e8673ccf927,287f896b-c431-4473-b8c7-dcd1fa277482,b619180a-233c-4641-96f3-01117b722f81,3,495.48,1486.44
24e28939-3735-47d9-9542-d2f86e84e62d,287f896b-c431-4473-b8c7-dcd1fa277482,39cbc7c4-cdb1-4f5a-a266-1ce7366b04c2,2,437.72,875.44
d30eba77-81fe-4061-b653-96efd1f7dd74,287f896b-c431-4473-b8c7-dcd1fa277482,7262240e-c656-4bf7-ade0-37788011af28,1,10373.84,10373.84
6dfaf7fd-2faf-4f60-9fb4-22ccc1e2d594,ee0da30a-6e11-4823-994a-eec6c23b9580,6c18dbb0-1d27-45b1-85b0-be83eeb3876c,3,286.93,860.79
f09c9791-6f40-4065-9f09-ad4642f3b223,ee0da30a-6e11-4823-994a-eec6c23b9580,bfc95197-bf4f-450a-b2ae-c70710107acf,1,333.47,333.47
d75e3472-3253-458c-826e-b4bee537688f,a8b9fab5-0f7d-49d4-aa0b-f4aaded62c8e,a86a4e2a-1670-4d16-aef3-3334da7f7f07,2,32.73,65.46
94efdeba-edc7-40b4-b4ff-6b16d0fd6785,a8b9fab5-0f7d-49d4-aa0b-f4aaded62c8e,3e47b061-5fc8-4f3f-9ee4-448ecc09b345,2,11412.62,22825.24
0be1af3d-801d-4463-af53-ebe168e9edcd,34dd7b60-acb3-4b7c-bdd8-a0fed15fb30c,d18852de-2458-442c-8d10-a0b54c250a61,3,44.53,133.59
b22a1415-fa93-44dd-9351-368a2d27fa37,34dd7b60-acb3-4b7c-bdd8-a0fed15fb30c,2c57fcee-7cdc-4804-9a33-2131a974f92a,2,6663.51,13327.02
96cf6821-e697-4eb9-8f1c-bdaa074762de,34dd7b60-acb3-4b7c-bdd8-a0fed15fb30c,88b414ba-a90b-4e9d-b07a-00d31dca976d,2,796.07,1592.14
00a9b0fd-522c-4fb4-bd18-644c7eda14da,a1a97400-fbd6-4b7d-a62e-4176856ea3e2,0694bfa5-dd5a-4315-a2fd-76ad2551db64,1,180.14,180.14
27dc77f2-ba48-4bcd-9321-5d5b0bdeee12,a1a97400-fbd6-4b7d-a62e-4176856ea3e2,babd2b83-dde2-4e09-9689-5ba13133904c,3,92.96,278.88
c9b38cdb-2c0b-4120-91e2-43c78860faa2,a1a97400-fbd6-4b7d-a62e-4176856ea3e2,a036231d-34c9-4c9b-8808-9519b72b8b7a,3,525.03,1575.09
17193247-f8fa-4d32-b6d6-867346833de1,851014bf-73d4-4be3-b9ab-fa6d8743a9e4,65078b0a-0d28-4371-b637-edfe5af58a7d,1,574.88,574.88
36f1a098-f826-447a-b616-42db92f08775,851014bf-73d4-4be3-b9ab-fa6d8743a9e4,0335a448-67ab-459f-9192-cb959937fc11,3,33.38,100.14
7c675413-e8e8-4bc5-88d2-e167a4e1ed87,851014bf-73d4-4be3-b9ab-fa6d8743a9e4,d9144b35-71b7-493d-8cd6-bdfed1156d48,1,149.34,149.34
ac28b9f4-b5e3-4c0f-bbf8-820b5e1343cc,851014bf-73d4-4be3-b9ab-fa6d8743a9e4,3fe9ace0-7f00-4b99-9f35-bfaa7b934b8b,2,185.46,370.92
f8359467-8859-4704-a615-2762e194c58e,851014bf-73d4-4be3-b9ab-fa6d8743a9e4,0172608e-d5eb-4de6-a8bd-1537b241b21a,3,378.16,1134.48
63a66bb7-dacd-49a9-9e15-02f5c3dd1912,e70e08a0-7be2-4e68-88b6-be5bd2135c2f,c5830d79-4f85-44ee-92ba-c586f61184d6,1,353.4,353.4
41c877a1-c988-484c-8e1e-b20fb0c9cc60,e70e08a0-7be2-4e68-88b6-be5bd2135c2f,39cbc7c4-cdb1-4f5a-a266-1ce7366b04c2,3,437.72,1313.16
f45c4cdb-c759-4d18-84be-8a97632519d6,fe2a1c7d-c6f2-4388-971a-e85d83f9e6c3,455dcfc4-bf68-4047-b83b-81073e03df13,3,7267.78,21803.34
47b5d91e-7fd2-4142-ab87-533c6337dd48,fe2a1c7d-c6f2-4388-971a-e85d83f9e6c3,a3944137-2e25-4a1e-8514-79fbc8e4bbf2,2,54.16,108.32
9b09ad8f-3fad-40e4-a995-8e8a5b2a20e9,4cb20101-f238-45fa-b8d9-0e55d143a7af,44ed4d26-8683-4c55-ae7b-2aef227e5d74,1,15.15,15.15
